name_vi,name_en,cas,formula,appendix,group_no,table_ref,threshold_kg,loai
Dibenzyl peroxy dicacbonat (>90%),Dibenzyl peroxy dicarbonate (>90%),2144-45-8,C16H14O6,IV,,A,10000,
Diboran,Diborane,19287-45-7,B2H6,IV,,A,5000,
Diclo silan,"Dichlorosilane (silane, dichloro-)",4109-96-0,Cl2H2Si,IV,,A,5000,
Dietyl peroxy dicarbonat (> 30%),Dietyl peroxy dicarbonate (>30%),14666-78-5,C6H10O6,IV,,A,10000,
Dietylen glycol dinitrat,Diethylene glycol dinitrate,693-21-0,C4H8N2O7,IV,,A,10000,
Dimefox,Dimefox,115-26-4,C4H12FN2OP,IV,,A,5000,
Dimetyl amin,"Dimethylamine (Methanamine, N-methyl-)",124-40-3,C2H7N,IV,,A,5000,
Dimetyl ete,"Methyl ether (Methane, oxybis-)",115-10-6,C2H6O,IV,,A,10000,
Dimetyl nitrosamin,Dimethylnitrosamine,62-75-9,C2H6N2O,IV,,A,5000,
Dimetylcacbamoyl clorua,Dimethylcarbamoyl chloride,79-44-7,C3H6CINO,IV,,A,50000,
Dimetyldiclo silan,"Dimethyldichlorosilane (silane, dichlorodimethyl-)",75-78-5,C2H6Cl2Si,IV,,A,5000,
Diphacinon,Diphacinone,82-66-6,C23H16O3,IV,,A,5000,
Disulfoton,Disulfoton,298-04-4,C8H19O2PS3,IV,,A,5000,
Epiclohydrin,"Epichlorohydrin (oxirane, (chloromethyl-)",106-89-8,C3H5ClO,IV,,A,5000,
"Epn (Photphonothioic acid, P-phenyl-, O-ethyl O-(4-nitrophenyl) este)","Epn (Phosphonothioic acid, P-phenyl-, O-ethyl O-(4-nitrophenyl) ester)",2104-64-5,C14H14NO4PS,IV,,A,5000,
Etan,Ethane,74-84-0,C2H6,IV,,A,10000,
Ethion,Ethion,563-12-2,C9H22O4P2S4,IV,,A,50000,
Etyl amin,Ethylamine (Ethanamine),75-04-7,C2H7N,IV,,A,5000,
Etyl axetylen,Ethyl acetylene (1-Butyne),107-00-6,C4H6,IV,,A,10000,
Etyl clorua,"Ethyl chloride (Ethane, chloro)",75-00-3,C2H5Cl,IV,,A,10000,
Etyl ete,"Ethyl ether (Ethane, 1,1’-oxybis-)",60-29-7,C4H10O,IV,,A,10000,
Etyl mercaptan,Ethyl mercaptan (Ethanethiol),75-08-1,C2H6S,IV,,A,10000,
Etyl nitrat,Ethyl nitrate,625-58-1,C2H5NO3,IV,,A,50000,
Etyl nitro,"Ethyl nitrite (Nitrous acid, ethyl ester)",109-95-5,C2H5NO2,IV,,A,10000,
Etylen diamin,"Ethylenediamine (1,2-Ethanediamine)",107-15-3,C2H8N2,IV,,A,5000,
Etylen glycol dinitrat,Ethylene glycol dinitrate,628-96-6,C2H4N2O6,IV,,A,10000,
Etylen oxit,Ethylene oxide,75-21-8,C2H4O,IV,,A,5000,
Etylenimin,Ethyleneimine,151-56-4,C2H5N,IV,,A,10000,
Flo,Fluorine,7782-41-4,F2,IV,,A,10000,
Fluenetil (2-floetyl 4 -Biphenylaxetat),Fluenetil,4301-50-2,C16H15FO2,IV,,A,5000,
Formaldehit (Nồng độ ≥ 90%),Formaldehyde (Conc. > 90%),,CH2O,IV,,A,5000,
Furan,Furan,110-00-9,C4H4O,IV,,A,10000,
Hexametylphotphor oamit,Hexamethylphosphor oamide,680-31-9,C6H18N3OP,IV,,A,50000,
Hydrazin,Hydrazine,302-01-2,H4N2,IV,,A,5000,
Hydrazin nitrat,Hydrazine nitrate,13464-97-6,H5N3O3,IV,,A,50000,
Hydro,Hydrogen,1333-74-0,H2,IV,,A,5000,
Hydro clorua và axit clohydric,Hydrogen chloride and Chlohydric acid,7647-01-0,HCl,IV,,A,25000,
Hydro florua,Hydrogen fluoride,7664-39-3,HF,IV,,A,5000,
Hydro selenua,Hydrogen selenide,,H2Se,IV,,A,10000,
Hydro sunfua,Hydrogen sulphide,,H2S,IV,,A,5000,
Hydroxy axetonitril,Hydroxy acetonitrile (glycolonitrile),107-16-4,C2H3NO,IV,,A,5000,
Hỗn hợp boron triflorua và metyl ete (1:1),"Boron trifluoride compound with methyl ether (1:1) (Boron, trifluoro (oxybis (metane)-, T-4-",353-42-4,C2H6BF3O,IV,,A,5000,
Hỗn hợp chứa natri hypoclorit,Mixtures of sodium hypochlorite,,,IV,,A,200000,
Isobenzan,Isobenzan,297-78-9,C9H4Cl8O,IV,,A,5000,
Isobutyronitril (2-metyl propan nitril),2- methyl-Propanenitrile,78-82-0,C4H7N,IV,,A,10000,
Isodrin,Isodrin,465-73-6,C12H8Cl6,IV,,A,1000,
Isopentan,2-methyl- Butane,78-78-4,C5H12,IV,,A,5000,
Isopren,"2-methyl-1,3-butadiene",78-79-5,C5H8,IV,,A,10000,
Isopropyl cloformat,1-methylethyl chlorocarbonate,108-23-6,C4H7ClO2,IV,,A,5000,
Isopropyl clorua,2-chloropropane,75-29-6,C3H7Cl,IV,,A,10000,
Isopropylamin,2-Propanamine,75-31-0,C3H9N,IV,,A,10000,
Kali nitrat Dạng hạt,Potassium nitrate,7757-79-1,KNO3,IV,,A,5000000,
Kali nitrat Dạng tinh thể,Potassium nitrate,7757-79-1,KNO3,IV,,A,1250000,
Lưu huỳnh diclorua,Sulfur dichloride,10545-99-0,SCl2,IV,,A,100,
Lưu huỳnh dioxit,Sulfur dioxide,,SO2,IV,,A,50000,
Lưu huỳnh tetraflorua,Sulfur tetrafloride (Sulfur fluoride),7783-60-0,SF4,IV,,A,5000,
Lưu huỳnh trioxit,Sulfur trioxide,,SO3,IV,,A,15000,
Metacrylonitril,2-methyl-2- Propenenitrile,126-98-7,C4H5N,IV,,A,10000,
Metan,Methane,74-82-8,CH4,IV,,A,10000,
Metanol,Methanol,67-56-1,CH4O,IV,,A,500000,
Metyl acrylat,Methyl acrylate,96-33-3,C4H6O2,IV,,A,500000,
Metyl amin,Methylamine (Methanamine),74-89-5,CH5N,IV,,A,5000,
Metyl bromua,Bromomethane (methyl bromide),74-83-9,CH3Br,IV,,A,5000,
Metyl cloformat,"Methyl chloroformate (Carbonochloridic acid, methylester)",79-22-1,C2H3ClO2,IV,,A,5000,
Metyl clorua,"Methyl chloride (Methane, chloro-)",74-87-3,CH3Cl,IV,,A,5000,
Metyl etyl keton peroxit (> 60%),Methyl ethyl ketone peroxide (> 60%),1338-23-4,C8H18O6,IV,,A,5000,
Metyl format,"Methyl formate (Formic acid, methyl ester)",107-31-3,C2H4O2,IV,,A,5000,
Metyl hydrazin,"Methyl hydrazine (Hydrazine, methyl-)",60-34-4,CH6N2,IV,,A,5000,
Metyl isobutyl keton peroxit (nồng độ > 60%),Methyl isobutyl ketone peroxide (> 60%),37206-20-5,C12H26O4,IV,,A,50000,
Metyl isoxyanat,Methyl isocyanate,624-83-9,C2H3NO,IV,,A,150,
Metyl mercaptan,Methyl mercaptan (Methanethiol),74-93-1,CH4S,IV,,A,10000,
Metyl thioxyanat,"Methyl thiocyanate (Thiocyanic acid, methyl ester)",556-64-9,C2H3NS,IV,,A,10000,
Metyl triclo silan,"Methyltrichlorosilane (Silane, trichloromethyl-)",75-79-6,CH3Cl3Si,IV,,A,5000,
Mevinphos,Mevinphos,7786-34-7,C7H13O6P,IV,,A,5000,
"n-Metyl-n, 2,4,6-tetranitroanilin","n-Methyl-n,2,4,6-tetranitroaniline",479-45-8,C7H5N5O8,IV,,A,5000,
Natri clorat,Sodium chlorate,,NaClO3,IV,,A,50000,
Natri picramat,Sodium picramate,831-52-7,C6H4N3NaO5,IV,,A,10000,
Natri selenit,Sodium selenite,10102-18-8,Na2SeO3,IV,,A,50000,
Niken tetracacbonyl,Nickel tetracarbonyl,13463-39-3,C4NiO4,IV,,A,5000,
"Niken và các hợp chất chứa Ni dạng bột có thể phát tán trong không khí (các loại oxit, cacbonat, sunfua)","Nickel compounds in inhalable powder form (oxides, sulphides, carbonate)",,,IV,,A,1000,
Nitơ glyxerin,Nitroglycerin,55-63-0,C3H5N3O9,IV,,A,5000,
Nitơ monoxit,Nitric oxdide (Nitrogen oxide (NO)),10102-43-9,NO,IV,,A,50000,
Nitơ oxit,Nitrogen oxides,11104-93-1,NOx,IV,,A,50000,
"Nitơ xenlulo (hàm lượng > 12,6% nitrogen)","Nitrocellulose (containing > 12,6% of nitrogen)",9004-70-0,,IV,,A,10000,
Oleum (hỗn hợp axit sunfuric với lưu huỳnh trioxit),"Oleum (Fuming Sulfuric acid) (Sulfuric acid, mixture with sulfur trioxide)",8014-95-7,H2SO4*nSO3,IV,,A,5000,
oo-Dietyl s- etylsunphinylmetyl photphothioat,oo-Diethyl s- ethylsulphinylmethyl phosphorothioate,,C7H17O4PS2,IV,,A,5000,
oo-Dietyl s-etyl sunphonylmetyl photphothioat,oo-Diethyl s-ethyl sulphonylmethyl phosphorothioate,,C7H17O5PS2,IV,,A,5000,
oo-Dietyl s-etyl thiometyl photphothioat,oo-Diethyl s-ethyl thiomethyl phosphorothioate,2600-69-3,C7H17O3PS2,IV,,A,5000,
oo-Dietyl s-iso propylthiometyl photphodithioat,oo-Diethyl s-iso propylthiomethyl phosphorodithioate,78-52-4,C8H19O2PS3,IV,,A,5000,
oo-Dietyl s-propyl thiometyl photphodithioat,oo-Diethyl s-propyl thiomethyl phosphorodithioate,3309-68-0,C8H19O2PS3,IV,,A,5000,
Oxy,Oxygen,7782-44-7,O2,IV,,A,200000,
Oxy diflorua,Oxygen difloride,7783-41-7,F2O,IV,,A,5000,
Oxydisunfoton,Oxydisulfoton,,C8H19O3PS3,IV,,A,5000,
Paraoxon (dietyl 4- nitrophenyl photphat),Paraoxon (diethyl 4-nitrophenylphosphate),311-45-5,C10H14NO6P,IV,,A,10000,
Parathion,Parathion,56-38-2,C10H14NO5PS,IV,,A,5000,
Parathion-metyl,Parathion-methyl,298-00-0,C10H14NO5PS,IV,,A,50000,
Pensunfothion,Pensulfothion,115-90-2,C11H17O4PS2,IV,,A,5000,
Pentaboran,Pentaborane,19624-22-7,B5H9,IV,,A,5000,
Pentaerythritol tetranitrat,Pentaerythritol tetranitrate,78-11-5,C5H8N4O12,IV,,A,10000,
Pentan,Pentane,109-66-0,C5H12,IV,,A,5000,
Perclometyl mercaptan,"Perchloromethylmercaptan (Methanesulfenyl chloride, trichloro-)",594-42-3,CCl4S,IV,,A,5000,
Phorat,Phorate,298-02-2,C7H17O2PS3,IV,,A,5000,
Phosacetim,Phosacetim,4104-14-7,C14H13Cl2N2O2PS,IV,,A,5000,
Phosphamidon,Phosphamidon,13171-21-6,C10H19CINO5P,IV,,A,50000,
Photpho oxyclorua,Phosphorus oxychloride (Phosphoryl chloride),10025-87-3,POCl3,IV,,A,5000,
Photpho triclorua,Phosphorus trichloride (Phosphorous trichloride),,PCl3,IV,,A,5000,
Photpho trihydrua (photphin),Phosphorus trihydride (phosphine),7803-51-2,PH3,IV,,A,200,
Photpho vàng,"Phosphorus (White, yellow)",7723-14-0,P4,IV,,A,1000,
Piperidin,Piperidine,110-89-4,C5H11N,IV,,A,50000,
"Promurit (1-(3,4-diclophenyl)-3-triazenethiocacboxamit)","Promurit (1-(3,4-dichlorophenyl) -3-triazene thiocarboxamide)",5836-73-7,C7H6Cl2N4S,IV,,A,5000,
Propadien,"1,2-Propadiene",463-49-0,C3H4,IV,,A,10000,
Propan,Propane,74-98-6,C3H8,IV,,A,10000,
Propin,1-Propyne,74-99-7,C3H4,IV,,A,10000,
Propionitril,Propionitrile (Propanenitrile),107-12-0,C3H5N,IV,,A,5000,
Propyl cloformat,"Propyl chloroformate (Carbonochloridic acid, propylester)",109-61-5,C4H7ClO2,IV,,A,5000,
Propylamin,Propylamine,107-10-8,C3H9N,IV,,A,500000,
Propylen,1-Propene,115-07-1,C3H6,IV,,A,10000,
Propylen imin,2- methyl-Aziridine,75-55-8,C3H7N,IV,,A,10000,
Propylen oxit,Propylen oxide,75-56-9,C3H6O,IV,,A,5000,
Pyrazoxon,Pyrazoxon,108-34-9,C8H15N2O4P,IV,,A,5000,
Rượu alyl (2- Propen-1-ol),Allyl alcohol (2- Propen-1-ol),107-18-6,C3H6O,IV,,A,5000,
Selen hexaflorua,Selenium hexafloride,7783-79-1,SeF6,IV,,A,5000,
Silan,Silane,7803-62-5,SiH4,IV,,A,10000,
Stibin (antimon hydril),Stibine (antimony hydril),7803-52-3,SbH3,IV,,A,10000,
Sunfotepp,Sulfotepp,3689-24-5,C8H20O5P2S2,IV,,A,5000,
Sắt pentacacbonyl,"Iron, pentacacbonyl-(Iron carbonyl (Fe (CO)5), (TB-5-11)-)",13463-40-6,C5FeO5,IV,,A,5000,
Telu hexaflorua,Tellurium hexafloride,7783-80-4,TeF6,IV,,A,50000,
Tepp - tetraetyl pyrophotphat,T.E.P.P - (Tetraethyl pyrophosphate),107-49-3,C8H20O7P2,IV,,A,5000,
Tert-butyl acrylat,Tert-butyl acrylate,1663-39-4,C7H12O2,IV,,A,200000,
Tert-butyl peroxy isobutyrat (>80%),Tert-butyl peroxy isobutyrate (>80%),109-13-7,C8H16O3,IV,,A,5000,
Tert-butyl peroxyaxetat (>70%),Tert-butyl peroxyacetate (>70%),107-71-1,C6H12O3,IV,,A,10000,
Tert-butylperoxy isopropyl cacbonat (>80%),Tert-butylperoxy isopropylcarbonate (>80%),2372-21-6,C8H16O4,IV,,A,10000,
Tert-butylperoxy maleat (>80%),Tert-butylperoxy maleate (>80%),1931-62-0,C8H12O5,IV,,A,10000,
Tert-butylperoxy pivalat (>77%),Tert-butylperoxy pivalate (>77%),927-07-1,C9H18O3,IV,,A,10000,
Tetraflo etylen,"Tetrafluoroethylene (Ethene, tetrafluoro-)",116-14-3,C2F4,IV,,A,10000,
"Tetrahydro-3,5- dimetyl-1,3,5,- thiadiazin-2-thion (Dazomet)","Tetrahydro-3,5- dimethyl-1,3,5,- thiadiazine-2-thione (Dazomet)",533-74-4,C5H10N2S2,IV,,A,100000,
Tetrametyl silan,"Tetramethylsilane (Silane, tetramethyl-)",75-76-3,C4H12Si,IV,,A,5000,
Tetrametylen disunphotetramin,Tetramethylenedisulp hotetramine,80-12-6,C4H8N4O4S12,IV,,A,5000,
Tetranitro metan,"Tetranitromethane (Methane, tetranitro-)",509-14-8,CN4O8,IV,,A,5000,
Thionazin,Thionazin,297-97-2,C8H13N2O3PS,IV,,A,5000,
Thủy ngân và các hợp chất của thủy ngân,Mercury and Mercury compounds,,,IV,,A,1,
"Tirpate (2,4-Dimetyl-2-formyl-1,3-dithiolan oxim metylcacbamat)","Tirpate (2,4-dimethyl-1,3-dithiolane-2-carbo xaldehydeo-methyl carbamoyloxime)",26419-73-8,C8H14N2O2S2,IV,,A,100,
Titan tetraclorua,Titanium tetrachloride (Titanium chloride (TiCl4) (T-4)-),7550-45-0,TiCl4,IV,,A,5000,
Toluen di-isoxyanat,Toluene di-isocyanate,26471-62-5,C9H6N2O2,IV,,A,10000,
Triclo silan,"Trichlorosilane (Silane, trichloro-)",10025-78-2,SiHCl3,IV,,A,5000,
Trietylenmelamin,Triethylenemelamine,51-18-3,C9H12N6,IV,,A,100,
Triflocloetylen,"Trifluorochloroethylene (Ethene, chlorotrifluoro-)",79-38-9,C2ClF3,IV,,A,10000,
Trimetylamin,Trimethylamine,75-50-3,C3H9N,IV,,A,5000,
Trimetylclosilan,"Trimethylchlorosilane (Silane, chlorotrimethyl-)",75-77-4,C3H9ClSi,IV,,A,5000,
Trinitro anilin,Trinitroaniline,26952-42-1,C6H4N4O6,IV,,A,50000,
Trinitro cresol,Trinitrocresol,602-99-3,C7H5N3O7,IV,,A,50000,
Vinyl axetat,Vinyl acetate monomer (Acetic acid ethenyl ester),108-05-4,C4H6O2,IV,,A,10000,
Vinyl axetylen,Vinyl acetylene (1-Buten-3-yne),689-97-4,C4H4,IV,,A,10000,
Vinyl clorua,"Vinyl chloride (Ethene, chloro)",75-01-4,C2H3Cl,IV,,A,10000,
Vinyl etyl ete,"Vinyl ethyl ether (Ethene, ethoxy-)",109-92-2,C4H8O,IV,,A,10000,
Vinyl florua,"Vinyl fluoride (Ethene, fluoro)",75-02-5,C2H3F,IV,,A,10000,
Vinyl metyl ete,"Vinyl methyl ether (Ethene, methoxy-)",107-25-5,C3H6O,IV,,A,10000,
Vinyliden clorua,"Vinylidene chloride (Ethene, 1,1-dichloro-)",75-35-4,C2H2Cl2,IV,,A,10000,
Vinyliden florua,"Vinylidene fluoride (Ethene, 1,1-difluoro-)",75-38-7,C2H2F2,IV,,A,10000,
Warfarin ((RS)-4-hydroxy-3-(3 -oxo-1 -phenylbutyl)-2H-chromen-2-on),Warfarin ((RS)-4-hydroxy-3 -(3 -oxo-1 -phenylbutyl)-2H-chromen-2-one),81-81-2,C19H16O4,IV,,A,5000,
Xyanogen (Etandinitril),Cyanogen (Ethanedinitrile),460-19-5,C2H2,IV,,A,10000,
Xyanogen clorua,Cyanogen chloride,506-77-4,CCl N,IV,,A,5000,
Xyanthoat,Cyathoate,3734-95-0,C10H19N2O4PS,IV,,A,5000,
Xyclohexan amin,Cyclohexylamine (Cyclohexanamine),108-91-8,C6H13N,IV,,A,5000,
Xycloheximit,Cycloheximide,66-81-9,C15H23NO4,IV,,A,5000,
Xyclopropan,Cyclopropane,75-19-4,C3H6,IV,,A,10000,
Xyclotetrametylen tetra nitramin,Cyclotetramethylenet etranitramine,2691-41-0,C4H8N8O8,IV,,A,10000,
Xyclotrimetylen trinitramin,Cyclotrimethylene trinitramine,121-82-4,C3H6N6O6,IV,,A,10000,
